"Title","Text"
"Nevada Ponders Superfund Status for Mine (AP)","AP - Pressured by a ranking senator from Nevada and the Environmental Protection Agency, Gov. Kenny Guinn says he might reconsider his opposition to a federal Superfund cleanup declaration for a huge abandoned mine contaminated with toxic waste and uranium."
"Bowe Re-Enters Ring","Fresh from being released from federal prison last May, former heavyweight champion Riddick Bowe has set up his first comeback bout for Sept. 25"
"Barclays buys Juniper Financial for \$293M","LONDON (AP)  British bank Barclays PLC gained its first toehold in the US consumer banking market Wednesday, saying it would buy credit-card company Juniper Financial Corp. from Canadian Imperial Bank of Commerce for \$293 million in cash. "
"Wall Street Set to Open Down"," LONDON (Reuters) - U.S. shares were expected to open lower  on Wednesday after crude oil pushed to a fresh high overnight,  while Web search engine Google Inc. dented sentiment as it  slashed the price range on its initial public offering."
"Housing starts jump 8.3 percent","Washington, DC, Aug. 17 (UPI) -- The US Commerce Department said Tuesday a dip in mortgage rates helped boost home-building activity in July 8.3 percent after falling 7.7 percent in June. "
"China says hopes N.Korea nuclear talks to continue","BEIJING, Aug 18 (Reuters) - China said on Wednesday it hoped all six parties taking part in talks on the North Korea nuclear crisis keep calm, remain flexible and continue negotiations despite inevitable difficulties. "
"Bank of America Plans Big Layoffs -Paper","NEW YORK (Reuters) - Bank of America Corp. (BAC.N: Quote, Profile, Research) , plans on Wednesday to lay off hundreds of tellers and other employees at Fleet bank branches, and ask them to leave immediately, the Boston Globe said on Wednesday, citing ..."
"Schroeder  quot;adopts Russian girl quot;","BERLIN (Reuters) - German Chancellor Gerhard Schroeder and his wife, Doris, have adopted a 3-year-old Russian girl, German newspapers have reported. "
"Oracle updates CRM sales tools","Software maker promises that the sales force automation revamp will help sales processes by pulling in more data."
"Public servant backs Scrafton","PRIME Minister John Howard said he would not be swayed by more public servants coming forward in relation to the children overboard scandal. "
"Blair's 'Freebie' Summer Holidays Irk Britons (Reuters)","Reuters - Two continents. Three luxury mansions\courtesy of friends. Endless sun and sea. And a front-row seat\for the Olympics to boot."
"Stocks Climb on Drop in Consumer Prices","NEW YORK - Stocks rose for a second straight session Tuesday as a drop in consumer prices Tuesday allowed investors to put aside worries about inflation, at least for the short term.    With gasoline prices falling to eight-month lows, the Consumer Price Index registered a small drop in July, giving consumers a respite from soaring energy prices..."
"Phelps Adds New Olympic Triumph (Reuters)","Reuters - American teen-ager Michael Phelps, one\of the superstars of the 2004 Athens Games, added a seventh\medal Friday night to his collection of Olympic keepsakes but\new doping scandals tarnished world sporting's greatest event."
"Funk Still Gets Cup Spot","Though Fred Funk had been rather morose after missing the cut by a stroke in the 86th PGA Championship on Friday, there was great joy on Sunday."
"Dillard's Loss Narrows But Off Estimates"," NEW YORK (Reuters) - Dillard's Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=DDS.N target=/stocks/quickinfo/fullquote""&gt;DDS.N&lt;/A&gt; on Wednesday  reported a narrower quarterly loss as it cut costs, but a drop  in same-store sales caused the latest results to miss Wall  Street's estimates by a wide margin."
"WFP Relying On Airdrops To Bring Food In West Darfur","Mud continues to be one of the biggest obstacles to relief efforts in Sudan #39;s Darfur region. Heavy rains have washed out roads and airstrips and the rainy season is expected to last another month or two. "
"New Allergy Vaccine Shows Promise","In the first trial of its kind, Austrian researchers have achieved success with an allergy vaccine using genetically engineered pollen. The findings are reported in this week's issue of the Proceedings of the National Academy of Sciences."
"Kroger's Profit Up, But Price Cuts Weigh"," NEW YORK (Reuters) - Kroger Co., the top U.S. grocer, on  Tuesday posted a 29 percent rise in quarterly profit due to  cost controls, but price cuts to lure shoppers caused earnings  to miss Wall Street estimates and shares fell."
"Rwandan soldiers arrive in Sudan","Rwandan troops arrive in Sudan to help protect ceasefire monitors in the war-ravaged Darfur region."
"Ford, Magna face class-action suit","TORONTO (CP) -- Up to 400,000 Canadians might be driving Ford vehicles with faulty door latches that could lead to serious injury or death, according to a \$527-million class-action lawsuit commenced Tuesday against Ford Motor Co., Magna ..."
"Rival Targets Apple's iTunes Customers (AP)","AP - For more than a year, Apple Computers Inc. enjoyed singular success selling songs exclusively to users of its iPod portable music player. Now, it's got rival RealNetworks Inc. trying to lure iTunes customers away."
"Prices drop in July","WASHINGTON  Con-sumer prices in July fell nationally by 0.1 percent and in the New York metro region by 0.2 percent as gasoline prices dropped, the US Labor Department said yesterday. "
"Invasive Purple Weed May Meet Its Match (AP)","AP - They burned it, mowed it, sprayed it and flooded it. But nothing killed the purple loosestrife weed, which has become a regional plague, until officials at the Parker River National Wildlife Refuge set a European beetle loose on it."
"Venezuela finds no fraud in election","Venezuela #39;s electoral authorities said Saturday an audit of the vote on President Hugo Chavez #39;s rule found no proof of fraud."
"Bombings Hit Kathmandu, as Blockade Starts to Affect Prices","The Nepalese capital, Kathmandu, has been hit by bomb blasts on the third day of a blockade called by Maoist rebels. Nepalese business leaders are calling for a cease-fire between the government and the rebels. "
"Tarnished silver for US women","ATHENS, Greece -- The American women #39;s gymnasts were in contention for the team gold medal Tuesday night, needing a big finish to beat the Romanians. Courtney Kupets, who had to be replaced on the balance beam because of a pulled hamstring, decided to ..."
"Trend Micro offers cellphone, PDA security","CUPERTINO, Calif., Dec. 7 - Trend Micro has announced the availability of Trend Micro Mobile Security, providing antivirus and anti-spam protection for SMS messaging customers using data-centric mobile phones and PDAs."
"Abductions in Iraq catch Nepal government off guard","Grappling with a blockade called by Maoist rebels and the closure of leading business houses, the Nepal government was caught off guard by reports of the possible abduction of 12 of its nationals in Iraq on Saturday. "
"Grokster Wins Legal Victory over Copyrights","Hollywood and the entertainment industry were set back by a legal decision that was favorable to Internet file-sharing company Grokster. The 9th US Circuit Court of Appeals ruled Thursday in San Francisco that distributors of ..."
"News: UK police issue 'vicious' Trojan alert","Britain's top cybercrime fighters have joined up with the banking industry today in warning of the latest attempt to defraud online banking customers.\"
"Apple G5 chips  #39;in short supply #39;","Apple may be facing greater difficulties than previously thought in sourcing chips to power its high-end personal computers. "
"NL: Green Homers Lift Los Angeles Past Atlanta","Shawn Green hit two home runs, including a grand slam, as Los Angeles defeated the Atlanta Braves 7-4 in a battle of National League division leaders at Dodger Stadium Saturday."
"""Unusually Good"" Meteor Shower Expected Tonight","Tonight's annual Perseid meteor shower is likely to be a spectacular show of shooting stars zipping across the night sky, according to astronomers."
"Nanotech funding to grow to \$8.6 billion","Spending on research will more than double this year, with a growing amount coming from the private sector."
"China Mobile Suspends Sohu for Spamming Customers (Reuters)","Reuters - Chinese Internet company Sohu.com\(SOHU.O) on Friday said China Mobile (CHL.N) had suspended Sohu\as a supplier of mobile phone picture services for one year for\unsolicited marketing to some customers."
"Microsoft's blast from the past","A year after the MSBlast worm, the software giant releases SP2 for Windows XP. Would it have stopped the fast-spreading virus?"
