"Tag","Title","Text"
2,"Retired Williams owes Dolphins: report","SPORTS NETWORK - Former Miami Dolphins running back Ricky Williams on Friday was ordered by an arbitrator to pay a huge sum of money to the NFL team, which filed a grievance against the star prior to training camp."
3,"Milk shake-up as dairies merge","A Scandinavian and a Dutch dairy announce plans to merge and create a co-operative of 21,000 farmers."
3,"Citigroup #39;s Krawcheck Named Finance, Strategy Chief (Update1)","Citigroup Inc., the world #39;s biggest bank, named Sallie Krawcheck chief financial officer and head of strategy, making her the highest-ranking woman on Wall Street."
4,"PeopleSoft trial ends with whimper (TheDeal.com)","TheDeal.com - A fourth independent director for the software company took the stand Friday."
3,"November Job Growth Unexpectedly Weak","The US economy created only 112,000 new jobs in November, the government said on Friday, about a third October #39;s total and weak enough to deepen a shadow of uncertainty hanging over the holiday sales season."
3,"AFL-CIO pounds job loss","Washington -- The AFL-CIO cranked up its campaign to stop the export of US jobs on Thursday by starting a database designed to track companies that outsource jobs overseas."
4,"FCC Backs Bells on Fiber Phone Line Sharing Limits"," WASHINGTON (Reuters) - U.S. regulators on Thursday said big  local phone companies will not have to share new fiber-optic  lines built for high-speed Internet and other services,  spurring one carrier to speed roll-out plans."
2,"Go on the take with Tennessee: Revenge unlikely for bitter  #39;Bama","If emotion is the key to great football, tomorrow #39;s showdown between Alabama and Tennessee should be a classic. That #39;s because the Vols are coached by Phillip Fulmer - insultingly "
3,"OECD Cuts US 2004 Growth Forecast to 4.3 Percent"," quot;The US expansion increasingly hinges on employment creation and business investment, quot; OECD chief economist Jean-Philippe Cotis told a news briefing."
3,"Judge dismisses Oracle insider trading suit","A judge yesterday dismissed a lawsuit against Oracle Corp. Chief Executive Larry Ellison and Chairman Jeffrey Henley that accused them of insider trading before the company announced an earnings shortfall in 2001."
2,"Phil Garner likes the Astros #39; chances of re-signing Carlos Beltran &lt;b&gt;...&lt;/b&gt;","ANAHEIM -- If the Houston Astros had their druthers, Carlos Beltran and Roger Clemens would already be signed for next year, Wade Miller and Andy Pettitte would report to Spring Training in the best physical conditions of their careers and Lance Berkman "
1,"Cricket: England beat Sri Lanka","England reach the Champions Trophy semi-finals as Andrew Flintoff's 104 earns victory over Sri Lanka."
4,"Geologist monitors emissions for clues about volcanoes","MOUNT ST. HELENS -- The plane is a speck of mica in the volcano #39;s plume. It cuts back and forth through the cloud, battling the updrafts, downdrafts and turbulent air currents that form over a hot, heaving crater."
4,"IBM tops off Power 5-based server line","Targeting Unix archrivals Hewlett-Packard and Sun Microsystems, IBM on Friday topped off the high end of its Power 5-based line of iSeries and pSeries servers, rolling out three systems all capable of hosting as many as 250 virtual servers on a single "
2,"SIX OF THE BEST FOR MILAN","Reigning Italian champions AC Milan handed out a lesson in quality finishing at the San Siro to hit outclassed Fiorentina for six of the best on Sunday afternoon."
2,"Top-Ranked Australia Rallies to Avoid US Rugby League Upset","World rugby league champion Australia beat the USA Tomahawks 36-24 in Philadelphia, rallying from an 18- point halftime deficit to avoid one of the biggest upsets in the sport #39;s history."
1,"Mozambique Votes to Elect Successor to Chissano","Mozambique used canoes and helicopters to ferry ballot papers to remote rural districts for Wednesday #39;s election to pick a successor to President Joaquim Chissano who spent 18 years in office."
3,"WTO takes up textiles quota issue","Following todays seven-hour talks on the elimination of textiles quotas, the World Trade Organization Council on Trade in Goods will reportedly reconvene later this month for formal talks on the impact of quota elimination on Jan."
3,"Molson and Coors sweeten merger plan with dividend worth \$381 &lt;b&gt;...&lt;/b&gt;","MONTREAL (CP) - Molson Inc. and Adolph Coors Co. are sweetening their brewery merger plan with a special dividend to Molson shareholders worth \$381 million."
4,"Mandrakesoft in Bid For EAL5 Certification","Linux vendor Mandrakesoft is teaming with a consortium of European partners in an effort to win Common Criteria Evaluation Assurance Level 5 (EAL5), the highest security certification for defense and other highly sensitive areas of governmental IT "
3,"French budget to control deficit","French finance minister Nicolas Sarkozy unveils a budget with a promise to bring the deficit under control and high-profile tax breaks."
1,"Clinton Says Arafat Missed the Chance for Peace","Former US President Bill Clinton on Thursday offered condolences to Palestinians after the death of Yasser Arafat but said their leader had missed the opportunity to create lasting Middle East peace in 2000."
2,"Record 13th straight mens title","HOUSTON - Top-seeded Roger Federer of Switzerland won a record 13th straight final Sunday, beating Australian Lleyton Hewitt, 6-3, 6-2, in the title match of the Association of Tennis Professionals Masters Cup."
1,"Poll: Optimism, Fatah support on the rise among Palestinians","Rising prospects for Palestinian-Israeli peace are marginalizing the Hamas movement, responsible for numerous suicide bombings and other attacks on Israelis, according to a Palestinian poll."
2,"Prosecutor postpones results of probe into disgraced Greek &lt;b&gt;...&lt;/b&gt;","A senior Greek prosecutor has postponed announcing the results of a two-month investigation into disgraced Greek sprinters Kostas Kenteris and Katerina Thanou."
4,"Chinese Space Official to Visit NASA Chief (Reuters)","Reuters - The head of China's space agency\will visit NASA Administrator Sean O'Keefe next week, a move\one U.S. expert said could mean increased cooperation between\the two countries."
3,"Consumer Prices Calm Down in November (AP)","AP - Consumer prices calmed down in November, helped by smaller increases in energy and food. That means the Federal Reserve probably will continue raising interest rates only gradually to keep inflation under control."
2,"Ohio St. Regroups After Northwestern Loss (AP)","AP - After losing to Northwestern for the first time in 33 years, there is plenty of blame to go around for Ohio State."
3,"Recording in theaters felony under House bill","Using video cameras to record films in movie theaters would become a federal crime punishable by up to six years in prison under a bill passed yesterday by the House."
4,"Apple #39;s Beefed-Up New iPod Also Stores Digital Photos","Just when it seemed like the competition was encroaching on the iPod #39;s turf, Apple has broken away from the pack with a new and improved version of its hugely popular portable media player."
2,"American League Game Summary - Anaheim at Texas","Arlington, TX (Sports Network) - Adrian Gonzalez stroked two hits and knocked in three runs, Chris Young pitched six strong innings for the win, and the Texas Rangers salvaged a four-game set with a 6-3 victory over Anaheim one night after being "
2,"Notebook: Murray out another week or so","LOS ANGELES - Their worst opening-night defeat in 27 years became even more difficult for the Sonics to swallow when they learned that Ronald Murray will miss at least the next week because of a strained left quadriceps."
3,"Forgeard becomes French co-chief at EADS","Nol Forgeard #39;s move to European Aeronautic Defence  amp; Space company leaves shareholders needing to appoint quickly a chief at Airbus to avoid destabilising its management, analysts warned."
4,"Sasser writer gets a job","THE GERMAN teenager who wrote the Sasser worm is being trained as a security software programmer and given a job. Sven Jaschan, 18, has been taken on by the Securepoint computer outfit in northern Germany."
4,"Hubble repair mission  #39;exorbitant #39;","The Hubble space telescope #39;s chances of survival were dealt a blow yesterday after the US National Academy of Sciences said plans for a robotic repair mission were both exorbitant and risky."
3,"Business lending bolsters profit at Westpac","SYDNEY Westpac Banking, Australia #39;s fourth-largest lender, said Monday that second-half profit rose 16 percent from a year earlier to a record after it loaned more to businesses."
1,"Arafat family bickers over medical records of Palestinian leader","PARIS Getting to the bottom of what killed Yassar Arafat could shape up to be an ugly family tug-of-war. Arafat #39;s half-brother and nephew want copies of Arafat #39;s medical records from the suburban Paris hospital "
